user_id,age_group,language_preferred
a2157,24-30 years,English
a2158,0-18 years,English
a2159,19-24 years,English
a2160,30-36 years,English
a2161,19-24 years,English
a2162,24-30 years,English
a2163,36-45 years,English
a2164,24-30 years,English
a2165,19-24 years,English
a2166,45-55 years,English
a2167,19-24 years,English
a2168,19-24 years,English
a2169,0-18 years,English
a2170,19-24 years,English
a2171,19-24 years,English
a2172,19-24 years,English
a2173,19-24 years,English
a2174,0-18 years,English
a2175,24-30 years,English
a2176,0-18 years,English
a2177,19-24 years,English
a2178,45-55 years,English
a2179,19-24 years,English
a2180,24-30 years,English
a2181,0-18 years,English
a2182,24-30 years,English
a2183,19-24 years,English
a2184,19-24 years,English
a2185,19-24 years,English
a2186,19-24 years,English
a2187,24-30 years,English
a2188,19-24 years,English
a2189,19-24 years,English
a2190,30-36 years,English
a2191,19-24 years,English
a2192,0-18 years,English
a2193,36-45 years,Spanish
a2194,0-18 years,English
a2195,19-24 years,English
a2196,45-55 years,English
a2197,19-24 years,English
a2198,24-30 years,English
a2199,0-18 years,English
a2200,24-30 years,English
a2201,30-36 years,English
a2202,19-24 years,English
a2203,30-36 years,English
a2204,36-45 years,English
a2205,24-30 years,English
a2206,36-45 years,English
a2207,45-55 years,English
a2208,30-36 years,English
a2209,55+ years,English
a2210,36-45 years,English
a2211,0-18 years,English
a2212,45-55 years,English
a2213,19-24 years,English
a2214,0-18 years,Spanish
a2215,24-30 years,English
a2216,19-24 years,English
a2217,19-24 years,English
a2218,24-30 years,English
a2219,19-24 years,English
a2220,30-36 years,English
a2221,19-24 years,English
a2222,36-45 years,English
a2223,0-18 years,English
a2224,45-55 years,English
a2225,19-24 years,English
a2226,0-18 years,English
a2227,24-30 years,English
a2228,19-24 years,Spanish
a2229,19-24 years,English
a2230,24-30 years,English
a2231,19-24 years,English
a2232,30-36 years,English
a2233,19-24 years,English
a2234,36-45 years,English
a2235,0-18 years,English
a2236,45-55 years,English
a2237,19-24 years,English
a2238,0-18 years,English
a2239,24-30 years,English
a2240,19-24 years,English
a2241,19-24 years,English
a2242,24-30 years,English
a2243,19-24 years,English
a2244,30-36 years,English
a2245,19-24 years,English
a2246,36-45 years,English
a2247,0-18 years,English
a2248,45-55 years,Spanish
a2249,19-24 years,English
a2250,0-18 years,English
a2251,24-30 years,English
a2252,19-24 years,English
a2253,19-24 years,English
a2254,24-30 years,Spanish
a2255,19-24 years,English
a2256,30-36 years,English
a2257,19-24 years,English
a2258,36-45 years,English
a2259,0-18 years,English
a2260,45-55 years,English
a2261,19-24 years,English
a2262,0-18 years,English
a2263,24-30 years,English
a2264,19-24 years,English
a2265,19-24 years,English
a2266,24-30 years,English
a2267,19-24 years,English
a2268,30-36 years,English
a2269,19-24 years,English
a2270,36-45 years,English
a2271,0-18 years,English
a2272,45-55 years,English
a2273,19-24 years,English
a2274,0-18 years,English
a2275,24-30 years,English
a2276,19-24 years,English
a2277,30-36 years,English
a2278,24-30 years,English
a2279,36-45 years,English
a2280,30-36 years,English
a2281,45-55 years,English
a2282,36-45 years,English
a2283,55+ years,English
a2284,45-55 years,English
a2285,0-18 years,English
a2286,0-18 years,English
a2287,19-24 years,English
a2288,19-24 years,English
a2289,24-30 years,English
a2290,24-30 years,English
a2291,19-24 years,English
a2292,30-36 years,English
a2293,19-24 years,English
a2294,36-45 years,English
a2295,19-24 years,English
a2296,45-55 years,English
a2297,0-18 years,English
a2298,0-18 years,English
a2299,19-24 years,English
a2300,19-24 years,English
a2301,24-30 years,English
a2302,24-30 years,English
a2303,19-24 years,English
a2304,30-36 years,English
a2305,19-24 years,English
a2306,36-45 years,English
a2307,19-24 years,English
a2308,45-55 years,English
a2309,0-18 years,English
a2310,0-18 years,English
a2311,19-24 years,English
a2312,19-24 years,English
a2313,24-30 years,English
a2314,24-30 years,English
a2315,19-24 years,English
a2316,30-36 years,English
a2317,19-24 years,English
a2318,36-45 years,English
a2319,19-24 years,English
a2320,45-55 years,English
a2321,0-18 years,English
a2322,0-18 years,English
a2323,19-24 years,English
a2324,19-24 years,English
a2325,24-30 years,English
a2326,24-30 years,English
a2327,19-24 years,English
a2328,30-36 years,Spanish
a2329,19-24 years,English
a2330,36-45 years,English
a2331,19-24 years,English
a2332,45-55 years,English
a2333,0-18 years,English
a2334,0-18 years,English
a2335,19-24 years,English
a2336,19-24 years,English
a2337,24-30 years,English
a2338,24-30 years,English
a2339,19-24 years,English
a2340,30-36 years,English
a2341,19-24 years,English
a2342,36-45 years,English
a2343,19-24 years,English
a2344,45-55 years,Spanish
a2345,0-18 years,English
a2346,0-18 years,English
a2347,19-24 years,English
a2348,19-24 years,English
a2349,24-30 years,English
a2350,24-30 years,English
a2351,30-36 years,English
a2352,30-36 years,English
a2353,36-45 years,English
a2354,36-45 years,English
a2355,45-55 years,English
a2356,45-55 years,English
a2357,55+ years,English
a2358,0-18 years,English
a2359,0-18 years,English
a2360,19-24 years,English
a2361,19-24 years,English
a2362,24-30 years,Spanish
a2363,24-30 years,English
a2364,30-36 years,English
a2365,19-24 years,English
a2366,36-45 years,English
a2367,19-24 years,English
a2368,45-55 years,English
a2369,19-24 years,English
a2370,0-18 years,English
a2371,0-18 years,English
a2372,19-24 years,English
a2373,19-24 years,English
a2374,24-30 years,English
a2375,24-30 years,English
a2376,30-36 years,English
a2377,19-24 years,English
a2378,36-45 years,English
a2379,19-24 years,English
a2380,45-55 years,Spanish
a2381,19-24 years,English
a2382,0-18 years,English
a2383,0-18 years,English
a2384,19-24 years,English
a2385,19-24 years,English
a2386,24-30 years,English
a2387,24-30 years,English
a2388,30-36 years,English
a2389,19-24 years,English
a2390,36-45 years,English
a2391,19-24 years,English
a2392,45-55 years,English
a2393,19-24 years,English
a2394,0-18 years,English
a2395,0-18 years,English
a2396,19-24 years,English
a2397,19-24 years,English
a2398,24-30 years,English
a2399,24-30 years,English
a2400,30-36 years,English
a2401,19-24 years,English
a2402,36-45 years,English
a2403,19-24 years,English
a2404,45-55 years,English
a2405,19-24 years,English
a2406,0-18 years,English
a2407,0-18 years,English
a2408,19-24 years,Spanish
a2409,19-24 years,English
a2410,24-30 years,English
a2411,24-30 years,English
a2412,30-36 years,English
a2413,19-24 years,English
a2414,36-45 years,English
a2415,19-24 years,English
a2416,45-55 years,English
a2417,19-24 years,English
a2418,0-18 years,English
a2419,0-18 years,English
a2420,19-24 years,English
a2421,19-24 years,English
a2422,24-30 years,English
a2423,24-30 years,English
a2424,30-36 years,English
a2425,30-36 years,English
a2426,36-45 years,English
a2427,36-45 years,English
a2428,45-55 years,English
a2429,45-55 years,English
a2430,0-18 years,English
a2431,55+ years,English
a2432,19-24 years,English
a2433,0-18 years,English
a2434,24-30 years,English
a2435,19-24 years,English
a2436,30-36 years,English
a2437,24-30 years,English
a2438,36-45 years,English
a2439,19-24 years,English
a2440,45-55 years,Spanish
a2441,19-24 years,English
a2442,0-18 years,English
a2443,19-24 years,English
a2444,19-24 years,Spanish
a2445,0-18 years,English
a2446,24-30 years,English
a2447,19-24 years,English
a2448,30-36 years,English
a2449,24-30 years,English
a2450,36-45 years,English
a2451,19-24 years,English
a2452,45-55 years,English
a2453,19-24 years,English
a2454,0-18 years,English
a2455,19-24 years,English
a2456,19-24 years,English
a2457,0-18 years,English
a2458,24-30 years,Spanish
a2459,19-24 years,English
a2460,30-36 years,English
a2461,24-30 years,English
a2462,36-45 years,English
a2463,19-24 years,English
a2464,45-55 years,English
a2465,19-24 years,English
a2466,0-18 years,English
a2467,19-24 years,English
a2468,19-24 years,English
a2469,0-18 years,English
a2470,24-30 years,English
a2471,19-24 years,English
a2472,30-36 years,English
a2473,24-30 years,English
a2474,36-45 years,English
a2475,19-24 years,English
a2476,45-55 years,Spanish
a2477,19-24 years,English
a2478,0-18 years,English
a2479,19-24 years,English
a2480,19-24 years,English
a2481,0-18 years,English
a2482,24-30 years,English
a2483,19-24 years,English
a2484,30-36 years,English
a2485,24-30 years,English
a2486,36-45 years,English
a2487,19-24 years,English
a2488,45-55 years,English
a2489,19-24 years,English
a2490,0-18 years,English
a2491,19-24 years,English
a2492,19-24 years,English
a2493,0-18 years,English
a2494,24-30 years,English
a2495,19-24 years,English
a2496,30-36 years,English
a2497,24-30 years,English
a2498,36-45 years,English
a2499,30-36 years,English
a2500,45-55 years,English
a2501,36-45 years,English
a2502,0-18 years,English
a2503,45-55 years,English
a2504,19-24 years,English
a2505,55+ years,English
a2506,24-30 years,English
a2507,0-18 years,English
a2508,30-36 years,English
a2509,19-24 years,English
a2510,36-45 years,English
a2511,24-30 years,English
a2512,45-55 years,English
a2513,19-24 years,English
a2514,0-18 years,English
a2515,19-24 years,English
a2516,19-24 years,English
a2517,19-24 years,English
a2518,24-30 years,English
a2519,0-18 years,English
a2520,30-36 years,English
a2521,19-24 years,English
a2522,36-45 years,Spanish
a2523,24-30 years,English
a2524,45-55 years,English
a2525,19-24 years,English
a2526,0-18 years,English
a2527,19-24 years,English
a2528,19-24 years,English
a2529,19-24 years,English
a2530,24-30 years,English
a2531,0-18 years,English
a2532,30-36 years,English
a2533,19-24 years,English
a2534,36-45 years,English
a2535,24-30 years,English
a2536,45-55 years,English
a2537,19-24 years,English
a2538,0-18 years,English
a2539,19-24 years,English
a2540,19-24 years,Spanish
a2541,19-24 years,English
a2542,24-30 years,English
a2543,0-18 years,English
a2544,30-36 years,English
a2545,19-24 years,English
a2546,36-45 years,English
a2547,24-30 years,English
a2548,45-55 years,English
a2549,19-24 years,English
a2550,0-18 years,English
a2551,19-24 years,English
a2552,19-24 years,English
a2553,19-24 years,English
a2554,24-30 years,Spanish
a2555,0-18 years,English
a2556,30-36 years,English
a2557,19-24 years,English
a2558,36-45 years,English
a2559,24-30 years,English
a2560,45-55 years,English
a2561,19-24 years,English
a2562,0-18 years,English
a2563,19-24 years,English
a2564,19-24 years,English
a2565,19-24 years,English
a2566,24-30 years,English
a2567,0-18 years,English
a2568,30-36 years,English
a2569,19-24 years,English
a2570,36-45 years,Spanish
a2571,24-30 years,English
a2572,45-55 years,English
a2573,30-36 years,English
a2574,0-18 years,English
a2575,36-45 years,English
a2576,19-24 years,English
a2577,45-55 years,English
a2578,24-30 years,English
a2579,55+ years,English
a2580,30-36 years,English
a2581,0-18 years,English
a2582,36-45 years,English
a2583,19-24 years,English
a2584,45-55 years,English
a2585,24-30 years,English
a2586,0-18 years,English
a2587,30-36 years,English
a2588,19-24 years,Spanish
a2589,36-45 years,English
a2590,24-30 years,English
a2591,45-55 years,English
a2592,30-36 years,English
a2593,55+ years,English
a2594,36-45 years,English
a2595,0-18 years,English
a2596,45-55 years,English
a2597,19-24 years,English
a2598,0-18 years,English
a2599,24-30 years,English
a2600,19-24 years,English
a2601,30-36 years,English
a2602,24-30 years,English
a2603,36-45 years,English
a2604,30-36 years,English
a2605,45-55 years,English
a2606,36-45 years,English
a2607,55+ years,English
a2608,45-55 years,English
a2609,55+ years,English
a2610,0-18 years,English
a2611,0-18 years,English
a2612,19-24 years,English
a2613,19-24 years,English
a2614,24-30 years,English
a2615,24-30 years,English
a2616,30-36 years,Spanish
a2617,30-36 years,English
a2618,36-45 years,English
a2619,36-45 years,English
a2620,45-55 years,English
a2621,45-55 years,English
a2622,0-18 years,English
a2623,55+ years,English
a2624,19-24 years,English
a2625,0-18 years,English
a2626,24-30 years,English
a2627,19-24 years,English
a2628,30-36 years,Spanish
a2629,24-30 years,English
a2630,36-45 years,English
a2631,0-18 years,English
a2632,45-55 years,English
a2633,19-24 years,English
a2634,0-18 years,English
a2635,24-30 years,English
a2636,19-24 years,English
a2637,19-24 years,English
a2638,24-30 years,English
a2639,24-30 years,English
a2640,30-36 years,English
a2641,19-24 years,English
a2642,36-45 years,English
a2643,24-30 years,English
a2644,45-55 years,English
a2645,19-24 years,English
a2646,0-18 years,English
a2647,24-30 years,English
a2648,19-24 years,Spanish
a2649,19-24 years,English
a2650,24-30 years,English
a2651,24-30 years,English
a2652,30-36 years,English
a2653,0-18 years,English
a2654,36-45 years,English
a2655,19-24 years,English
a2656,45-55 years,English
a2657,24-30 years,English
a2658,0-18 years,English
a2659,30-36 years,English
a2660,19-24 years,English
a2661,36-45 years,English
a2662,24-30 years,Spanish
a2663,45-55 years,English
a2664,30-36 years,English
a2665,55+ years,English
a2666,36-45 years,English
a2667,0-18 years,English
a2668,45-55 years,English
a2669,19-24 years,English
a2670,0-18 years,English
a2671,24-30 years,English
a2672,19-24 years,English
a2673,0-18 years,English
a2674,24-30 years,English
a2675,19-24 years,English
a2676,30-36 years,English
a2677,24-30 years,English
a2678,36-45 years,English
a2679,19-24 years,English
a2680,45-55 years,English
a2681,24-30 years,English
a2682,0-18 years,English
a2683,19-24 years,English
a2684,19-24 years,English
a2685,24-30 years,English
a2686,24-30 years,English
a2687,19-24 years,English
a2688,30-36 years,English
a2689,24-30 years,English
a2690,36-45 years,English
a2691,19-24 years,English
a2692,45-55 years,English
a2693,24-30 years,English
a2694,0-18 years,English
a2695,0-18 years,English
a2696,19-24 years,English
a2697,19-24 years,English
a2698,24-30 years,English
a2699,24-30 years,English
a2700,30-36 years,English
a2701,30-36 years,English
a2702,36-45 years,English
a2703,36-45 years,English
a2704,45-55 years,English
a2705,45-55 years,English
a2706,0-18 years,English
a2707,55+ years,English
a2708,19-24 years,English
a2709,0-18 years,English
a2710,24-30 years,English
a2711,19-24 years,English
a2712,30-36 years,Spanish
a2713,24-30 years,English
a2714,36-45 years,English
a2715,0-18 years,English
a2716,45-55 years,English
a2717,19-24 years,English
a2718,0-18 years,English
a2719,24-30 years,English
a2720,19-24 years,English
a2721,19-24 years,English
a2722,24-30 years,English
a2723,24-30 years,English
a2724,30-36 years,English
a2725,19-24 years,English
a2726,36-45 years,Spanish
a2727,24-30 years,English
a2728,45-55 years,English
a2729,19-24 years,English
a2730,0-18 years,English
a2731,24-30 years,English
a2732,19-24 years,English
a2733,19-24 years,English
a2734,24-30 years,English
a2735,24-30 years,English
a2736,30-36 years,English
a2737,0-18 years,English
a2738,36-45 years,English
a2739,19-24 years,English
a2740,45-55 years,English
a2741,24-30 years,English
a2742,0-18 years,English
a2743,30-36 years,English
a2744,19-24 years,Spanish
a2745,36-45 years,English
a2746,24-30 years,English
a2747,45-55 years,English
a2748,30-36 years,English
a2749,55+ years,English
a2750,36-45 years,English
a2751,0-18 years,English
a2752,45-55 years,English
